{29.93393}
{33.25541}
{36.69990}
{40.02137}
{43.34284}
{46.66431}
{50.10881}
{53.55330}
{56.87477}
{60.19624}
{63.64073}
{67.08529}
{70.28446}
{73.72917}
{77.05174}
{80.49879}
{83.82697}
{87.10833}
{89.20374}
{90.06396}
{89.90364}
{88.94104}
{87.27365}
{84.96312}
{82.32673}
{79.39257}
{76.08143}
{72.77368}
{69.45306}
{66.00798}
{62.68650}
{59.36503}
{55.92054}
{52.59907}
{49.27760}
{45.83311}
{42.51163}
{39.06714}
{35.74567}
{32.42420}
{28.97971}
{25.65823}
{22.33676}
{18.89227}
{15.57080}
{12.24933}
{8.804835}
{5.483363}
{2.161890}
{-1.282600}
{-4.604073}
{-7.925546}
{-11.37004}
{-14.69151}
{-18.01298}
{-21.45747}
{-24.77894}
{-28.10042}
{-31.54491}
{-34.86638}
{-38.18785}
{-41.63234}
{-44.95382}
{-48.27529}
{-51.71978}
{-55.04125}
{-58.36272}
{-61.80722}
{-65.12868}
{-68.20438}
{-71.64941}
{-74.97179}
{-78.41689}
{-81.74102}
{-85.07775}
{-88.07365}
{-89.71644}
{-90.08099}
{-89.44482}
{-88.00118}
{-85.97800}
{-83.49610}
{-80.68389}
{-77.47585}
{-74.19305}
{-70.75259}
{-67.43040}
{-64.10882}
{-60.66433}
{-57.34286}
{-54.02139}
{-50.82293}
{-47.50146}
{-44.17999}
{-40.73550}
{-37.41402}
{-34.09255}
{-30.64806}
{-27.32659}
{-24.00511}
{-20.56063}
{-17.23915}
{-13.91768}
{-10.47319}
{-7.151716}
{-3.830243}
{-3.857527}
{2.935720}
{6.257193}
{9.701683}
{13.02316}
{16.46765}
{19.78912}
{23.11059}
{26.55508}
{29.63052}
{32.95199}
{36.39648}
{39.71796}
{43.03943}
{46.48392}
{49.80539}
{53.12687}
{56.57135}
{59.89283}
{63.21430}
{66.65882}
{69.98100}
{73.30258}
{76.74837}
{80.07193}
{83.52169}
{86.75045}
{89.00507}
{90.01696}
{89.97179}
{89.10612}
{87.52211}
