{-5,208769};;;;-5,208769
{-8,496254};;;;-8,496254
{-11,81773};;;;-11,81773
{-15,26222};;;;-15,26222
{-18,58369};;;;-18,58369
{-22,02818};;;;-22,02818
{-25,34965};;;;-25,34965
{-28,67113};;;;-28,67113
{-32,11562};;;;-32,11562
{-35,43709};;;;-35,43709
{-38,75856};;;;-38,75856
{-42,20305};;;;-42,20305
{-45,52452};;;;-45,52452
{-48,84600};;;;-48,846
{-52,29049};;;;-52,29049
{-55,61196};;;;-55,61196
{-58,93343};;;;-58,93343
{-62,37793};;;;-62,37793
{-65,69939};;;;-65,69939
{-69,02087};;;;-69,02087
{-72,46577};;;;-72,46577
{-75,78803};;;;-75,78803
{-79,10938};;;;-79,10938
{-82,55566};;;;-82,55566
{-86,00015};;;;-86,00015
{-89,20205};;;;-89,20205
{-92,64825};;;;-92,64825
{-95,99151};;;;-95,99151
{-99,32858};;;;-99,32858
{-102,7447};;;;-102,7447
{-100,5431};;;;-100,5431
{-97,19720};;;;-97,1972
{-93,73170};;;;-93,7317
{-90,40475};;;;-90,40475
{-87,07969};;;;-87,07969
{-83,63485};;;;-83,63485
{-80,31173};;;;-80,31173
{-76,98988};;;;-76,98988
{-73,54498};;;;-73,54498
{-70,22283};;;;-70,22283
{-66,90131};;;;-66,90131
{-63,70287};;;;-63,70287
{-60,25838};;;;-60,25838
{-56,93690};;;;-56,9369
{-53,61543};;;;-53,61543
{-50,29396};;;;-50,29396
{-46,84947};;;;-46,84947
{-43,52800};;;;-43,528
{-40,20652};;;;-40,20652
{-36,76203};;;;-36,76203
{-33,44056};;;;-33,44056
{-29,99607};;;;-29,99607
{-26,67460};;;;-26,6746
{-23,35312};;;;-23,35312
{-20,03165};;;;-20,03165
{-16,58716};;;;-16,58716
{-13,14267};;;;-13,14267
{-9,821198};;;;-9,821198
{-6,499725};;;;-6,499725
{-3,055234};;;;-3,055234
{2,662385};;;;2,662385
{3,587711};;;;3,587711
{7,032202};;;;7,032202
{10,35367};;;;10,35367
{13,67515};;;;13,67515
{17,11964};;;;17,11964
{20,44111};;;;20,44111
{23,76258};;;;23,76258
{27,20707};;;;27,20707
{30,52855};;;;30,52855
{33,85002};;;;33,85002
{37,29451};;;;37,29451
{40,61597};;;;40,61597
{44,06046};;;;44,06046
{47,38207};;;;47,38207
{50,70426};;;;50,70426
{54,14962};;;;54,14962
{57,34780};;;;57,3478
{60,79293};;;;60,79293
{64,11647};;;;64,11647
{67,43787};;;;67,43787
{70,88367};;;;70,88367
{74,33274};;;;74,33274
{77,65417};;;;77,65417
{80,99140};;;;80,9914
{84,45826};;;;84,45826
{87,79578};;;;87,79578
{91,17162};;;;91,17162
{92,28465};;;;92,28465
{88,83627};;;;88,83627
{85,48332};;;;85,48332
{82,02602};;;;82,02602
{78,68198};;;;78,68198
{75,35863};;;;75,35863
{71,91075};;;;71,91075
{68,58646};;;;68,58646
{65,26556};;;;65,26556
{61,81923};;;;61,81923
{58,49650};;;;58,4965
{55,17533};;;;55,17533
{51,73027};;;;51,73027
{48,40792};;;;48,40792
{45,08617};;;;45,08617
{41,64167};;;;41,64167
{38,32021};;;;38,32021
{34,87572};;;;34,87572
{31,55425};;;;31,55425
{28,23277};;;;28,23277
{24,78828};;;;24,78828
{21,46681};;;;21,46681
{18,14534};;;;18,14534
{14,70085};;;;14,70085
{11,37938};;;;11,37938
{8,057902};;;;8,057902
{4,613412};;;;4,613412
{1,291939};;;;1,291939
{-2,029533};;;;-2,029533
{-5,351006};;;;-5,351006
{-8,795497};;;;-8,795497
{-12,11697};;;;-12,11697
{-15,43844};;;;-15,43844
{-18,88293};;;;-18,88293
{-22,20440};;;;-22,2044
{-25,52588};;;;-25,52588
{-28,97037};;;;-28,97037
{-32,29184};;;;-32,29184
{-35,73633};;;;-35,73633
{-39,05780};;;;-39,0578
{-42,37926};;;;-42,37926
{-45,82378};;;;-45,82378
{-49,14567};;;;-49,14567
{-52,59114};;;;-52,59114
{-55,91284};;;;-55,91284
{-59,23419};;;;-59,23419
{-62,55731};;;;-62,55731
{-66,00312};;;;-66,00312
{-69,32423};;;;-69,32423
{-72,77268};;;;-72,77268
{-76,09592};;;;-76,09592
{-79,42261};;;;-79,42261
{-82,89371};;;;-82,89371
{-86,22210};;;;-86,2221
{-89,57929};;;;-89,57929
{-92,93649};;;;-92,93649
{-90,40385};;;;-90,40385
{-87,04864};;;;-87,04864
{-83,59556};;;;-83,59556
{-80,24815};;;;-80,24815
{-76,91623};;;;-76,91623
{-73,47124};;;;-73,47124
{-70,14533};;;;-70,14533
{-66,82349};;;;-66,82349
{-63,37844};;;;-63,37844
{-60,05502};;;;-60,05502
{-56,61030};;;;-56,6103
{-53,28888};;;;-53,28888
{-49,96646};;;;-49,96646
{-46,52138};;;;-46,52138
{-43,19985};;;;-43,19985
{-39,87838};;;;-39,87838
{-36,43390};;;;-36,4339
{-33,11243};;;;-33,11243
{-29,79095};;;;-29,79095
{-26,34646};;;;-26,34646
{-23,02499};;;;-23,02499
{-19,70352};;;;-19,70352
{-16,25903};;;;-16,25903
{-12,93755};;;;-12,93755
{-9,616080};;;;-9,61608
{-6,171590};;;;-6,17159
{-2,850117};;;;-2,850117
{4,713554};;;;4,713554
{3,915846};;;;3,915846
{7,237319};;;;7,237319
{10,55879};;;;10,55879
{14,00328};;;;14,00328
{17,32475};;;;17,32475
{20,64623};;;;20,64623
{24,09072};;;;24,09072
{27,41219};;;;27,41219
{30,73366};;;;30,73366
{34,17815};;;;34,17815
{37,49963};;;;37,49963
{40,82109};;;;40,82109
{44,26558};;;;44,26558
{47,58721};;;;47,58721
{50,90944};;;;50,90944
{54,35475};;;;54,35475
{57,67591};;;;57,67591
{60,99815};;;;60,99815
{64,44476};;;;64,44476
{67,76593};;;;67,76593
{71,21220};;;;71,2122
{74,53797};;;;74,53797
{77,85954};;;;77,85954
{81,32231};;;;81,32231
{84,66338};;;;84,66338
{88,00400};;;;88,004
{91,52729};;;;91,52729
{92,06866};;;;92,06866
{88,62861};;;;88,62861
{85,15541};;;;85,15541
{81,81909};;;;81,81909
{78,47625};;;;78,47625
{75,03054};;;;75,03054
{71,70534};;;;71,70534
{68,38133};;;;68,38133
{64,93737};;;;64,93737
{61,61398};;;;61,61398
{58,16835};;;;58,16835
{54,84721};;;;54,84721
{51,52510};;;;51,5251
{48,07973};;;;48,07973
{44,75803};;;;44,75803
{41,43655};;;;41,43655
{37,99208};;;;37,99208
{34,67060};;;;34,6706
{31,34913};;;;31,34913
{27,90464};;;;27,90464
{24,58317};;;;24,58317
{21,13868};;;;21,13868
{17,81720};;;;17,8172
{14,49573};;;;14,49573
{11,05124};;;;11,05124
{7,729768};;;;7,729768
{4,408295};;;;4,408295
{0,963805};;;;0,963805
{-2,357668};;;;-2,357668
{-5,679141};;;;-5,679141
{-9,123631};;;;-9,123631
{-12,44510};;;;-12,4451
{-15,76658};;;;-15,76658
{-19,21107};;;;-19,21107
{-22,53254};;;;-22,53254
{-25,85401};;;;-25,85401
{-29,29850};;;;-29,2985
{-32,61998};;;;-32,61998
{-35,94145};;;;-35,94145
{-39,38593};;;;-39,38593
{-42,70740};;;;-42,7074
{-46,02890};;;;-46,0289
{-49,47388};;;;-49,47388
{-52,79631};;;;-52,79631
{-56,11792};;;;-56,11792
{-59,56240};;;;-59,5624
{-62,88567};;;;-62,88567
{-66,20820};;;;-66,2082
{-69,65253};;;;-69,65253
{-72,97810};;;;-72,9781
{-76,30093};;;;-76,30093
{-79,75253};;;;-79,75253
{-83,10027};;;;-83,10027
{-86,55195};;;;-86,55195
{-89,90837};;;;-89,90837
{-92,99459};;;;-92,99459
{-90,07288};;;;-90,07288
{-86,71745};;;;-86,71745
{-83,38940};;;;-83,3894
{-79,91784};;;;-79,91784
{-76,58815};;;;-76,58815
{-73,26585};;;;-73,26585
{-69,81695};;;;-69,81695
{-66,49545};;;;-66,49545
{-63,17319};;;;-63,17319
{-59,72677};;;;-59,72677
{-56,40521};;;;-56,40521
{-53,08371};;;;-53,08371
{-49,63824};;;;-49,63824
{-46,31625};;;;-46,31625
{-42,99473};;;;-42,99473
{-39,55025};;;;-39,55025
{-36,22878};;;;-36,22878
{-32,90731};;;;-32,90731
{-29,46282};;;;-29,46282
{-26,14135};;;;-26,14135
{-22,81987};;;;-22,81987
{-19,37538};;;;-19,37538
