{-66.53624};;;38739;;38739
{-69.85778};;;38848;;38848
{-73.30671};;;38958;;38958
{-76.62894};;;39067;;39067
{-79.95890};;;39176;;39176
{-83.43040};;;39.28;;39.28
{-86.75858};;;39389;;39389
{-90.11428};;;39487;;39487
{-92.98808};;;39597;;39597
{-89.86718};;;39706;;39706
{-86.51088};;;39816;;39816
{-83.05921};;;39925;;39925
{-79.71149};;;40034;;40034
{-76.38311};;;40144;;40144
{-72.93724};;;40253;;40253
{-69.61171};;;40356;;40356
{-66.29039};;;40465;;40465
{-62.84484};;;40573;;40573
{-59.52160};;;40682;;40682
{-56.20013};;;40792;;40792
{-52.75550};;;40901;;40901
{-49.31002};;;41.01;;41.01
{-46.11112};;;41.12;;41.12
{-42.66660};;;41229;;41229
{-39.34513};;;41.34;;41.34
{-36.02367};;;41.45;;41.45
{-32.57917};;;41559;;41559
{-29.25770};;;41668;;41668
{-25.93623};;;41778;;41778
{-22.49174};;;41887;;41887
{-19.17027};;;41996;;41996
{-15.72577};;;42106;;42106
{-12.40430};;;42215;;42215
{-9.082829};;;42326;;42326
{-5.638339};;;42436;;42436
{-2.316866};;;42545;;42545
{1.127624};;;42654;;42654
{4.449097};;;42763;;42763
{7.770570};;;42873;;42873
{11.09204};;;42982;;42982
{14.53653};;;43092;;43092
{17.85801};;;43201;;43201
{21.17948};;;43304;;43304
{24.62397};;;43404;;43404
{28.06846};;;43514;;43514
{31.26691};;;43623;;43623
{34.71141};;;43733;;43733
{38.03288};;;43842;;43842
{41.47736};;;43952;;43952
{44.79883};;;44061;;44061
{48.24358};;;44.17;;44.17
{51.56591};;;44.28;;44.28
{54.88801};;;44379;;44379
{58.20915};;;44489;;44489
{61.65481};;;44598;;44598
{64.97818};;;44708;;44708
{68.29912};;;44817;;44817
{71.74619};;;44926;;44926
{75.07134};;;45035;;45035
{78.39382};;;45145;;45145
{81.86024};;;45254;;45254
{85.19621};;;45359;;45359
{88.54520};;;45462;;45462
{92.10880};;;45571;;45571
{91.48376};;;45686;;45686
{88.08753};;;45795;;45795
{84.62256};;;45905;;45905
{81.28117};;;46014;;46014
{77.81867};;;46123;;46123
{74.49715};;;46233;;46233
{71.17135};;;46333;;46333
{67.72514};;;46441;;46441
{64.40394};;;46.55;;46.55
{61.08041};;;46.66;;46.66
{57.63511};;;46769;;46769
{54.31395};;;46878;;46878
{50.99168};;;46988;;46988
{47.54640};;;47097;;47097
{44.22477};;;47206;;47206
{40.78028};;;47317;;47317
{37.45882};;;47428;;47428
{34.13735};;;47538;;47538
{30.69286};;;47647;;47647
{27.37139};;;47761;;47761
{24.04992};;;47868;;47868
{20.60542};;;47977;;47977
{17.28395};;;48087;;48087
{13.96248};;;48196;;48196
{10.51799};;;48299;;48299
{7.196517};;;48401;;48401
{3.875044};;;48511;;48511
{4.305537};;;48.62;;48.62
{-2.890919};;;48.73;;48.73
{-6.212392};;;48839;;48839
{-9.656882};;;48949;;48949
{-12.97836};;;49058;;49058
{-16.29983};;;49167;;49167
{-19.74432};;;49275;;49275
{-23.06579};;;49374;;49374
{-26.38726};;;49484;;49484
{-29.83175};;;49593;;49593
{-33.15323};;;49702;;49702
{-36.47470};;;49812;;49812
{-39.91918};;;49921;;49921
{-43.24065};;;50031;;50031
{-46.31613};;;50.14;;50.14
{-49.76117};;;50249;;50249
{-53.08360};;;50.36;;50.36
{-56.52810};;;50469;;50469
{-59.84971};;;50578;;50578
{-63.17308};;;50687;;50687
{-66.61832};;;50797;;50797
{-69.93993};;;50906;;50906
{-73.26573};;;51016;;51016
{-76.58804};;;51125;;51125
{-79.91772};;;51234;;51234
{-83.38927};;;51345;;51345
{-86.71733};;;51454;;51454
{-90.07316};;;51564;;51564
{-92.99561};;;51673;;51673
{-89.90819};;;51783;;51783
{-86.42830};;;51892;;51892
{-83.10040};;;52001;;52001
{-79.75265};;;52111;;52111
{-76.30104};;;52.22;;52.22
{-72.97823};;;52327;;52327
{-69.65265};;;52437;;52437
{-66.20831};;;52546;;52546
{-62.88579};;;52655;;52655
{-59.56252};;;52765;;52765
{-56.11804};;;52874;;52874
{-52.79642};;;52981;;52981
{-49.35095};;;53.09;;53.09
{-46.02902};;;53199;;53199
{-42.70751};;;53312;;53312
{-39.26303};;;53414;;53414
{-35.94157};;;53523;;53523
{-32.62009};;;53632;;53632
{-29.17560};;;53742;;53742
{-25.85413};;;53851;;53851
{-22.53266};;;53961;;53961
{-19.08817};;;54.07;;54.07
{-15.76669};;;54179;;54179
{-12.44522};;;54287;;54287
{-9.000730};;;54394;;54394
{-5.679257};;;54503;;54503
{-2.234767};;;54612;;54612
{1.086706};;;54722;;54722
{4.408179};;;54831;;54831
